Name,id,Health Labels,Ingredients_with_weights,Ingredients_only,raw_ingr
Poppy Seed Noodles,e47864,"['SUGAR_CONSCIOUS', 'LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE', 'KOSHER']","['75.09 grams noodles', '18.79 grams butter', '5.83 grams poppy seeds', '0.3 grams Pepper']","['poppy seeds', 'noodles', 'Pepper', 'butter']","[{'retainedWeight': 75.08573668482087, 'exactFood': 'noodles'}, {'retainedWeight': 18.7883035019464, 'exactFood': 'butter'}, {'retainedWeight': 5.826857121308488, 'exactFood': 'poppy seeds'}, {'retainedWeight': 0.29910269192422734, 'exactFood': 'Pepper'}]"
Ultimate Grilled Cheese With Bacon Jam,e14613,"['EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE']","['24.56 grams Smoked Bacon', '13.0 grams onion', '9.63 grams water', '8.53 grams maple syrup', '6.9 grams balsamic vinegar', '1.96 grams brown sugar', '1.69 grams Dijon mustard', '12.56 grams white bread', '1.34 grams butter', '4.55 grams American cheese', '6.07 grams Cheddar cheese', '9.21 grams Brie cheese']","['Brie cheese', 'white bread', 'balsamic vinegar', 'Dijon mustard', 'maple syrup', 'water', 'Cheddar cheese', 'butter', 'American cheese', 'onion', 'brown sugar', 'Smoked Bacon']","[{'retainedWeight': 24.56376773712067, 'exactFood': 'Smoked Bacon'}, {'retainedWeight': 12.996921127462883, 'exactFood': 'onion'}, {'retainedWeight': 9.625844710027197, 'exactFood': 'water'}, {'retainedWeight': 8.529229489897517, 'exactFood': 'maple syrup'}, {'retainedWeight': 6.904614348964657, 'exactFood': 'balsamic vinegar'}, {'retainedWeight': 1.9630766286272063, 'exactFood': 'brown sugar'}, {'retainedWeight': 1.685538208689347, 'exactFood': 'Dijon mustard'}, {'retainedWeight': 12.563690423214119, 'exactFood': 'white bread'}, {'retainedWeight': 1.3417521704814521, 'exactFood': 'butter'}, {'retainedWeight': 4.548922394612009, 'exactFood': 'American cheese'}, {'retainedWeight': 6.065229859482678, 'exactFood': 'Cheddar cheese'}, {'retainedWeight': 9.211412901420251, 'exactFood': 'Brie cheese'}]"
Gourmet Caramel Apples,e70391,"['VEGETARIAN', 'PESCATARIAN', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['44.53 grams tart apples', '7.13 grams popsicle', '12.11 grams chocolate chips', '9.35 grams semisweet chocolate chips', '6.89 grams candy', '0.23 grams shortening', '16.85 grams caramel', '1.6 grams water', '1.3 grams pretzel']","['tart apples', 'candy', 'semisweet chocolate chips', 'caramel', 'water', 'chocolate chips', 'popsicle', 'shortening', 'pretzel']","[{'retainedWeight': 44.53423422015945, 'exactFood': 'tart apples'}, {'retainedWeight': 7.134124899345931, 'exactFood': 'popsicle'}, {'retainedWeight': 12.106393768587035, 'exactFood': 'chocolate chips'}, {'retainedWeight': 9.35002733020338, 'exactFood': 'semisweet chocolate chips'}, {'retainedWeight': 6.8948535958174695, 'exactFood': 'candy'}, {'retainedWeight': 0.23082316989269183, 'exactFood': 'shortening'}, {'retainedWeight': 16.854086567553814, 'exactFood': 'caramel'}, {'retainedWeight': 1.598342830377327, 'exactFood': 'water'}, {'retainedWeight': 1.2971136180628966, 'exactFood': 'pretzel'}]"
Amaretto Divine,e35781,"['VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'KOSHER']","['23.27 grams yellow cake mix', '12.52 grams amaretto', '12.52 grams liqueur', '5.8 grams eggs', '3.36 grams vegetable oil', '4.46 grams pudding mix', '12.52 grams amaretto', '3.13 grams liqueur', '10.79 grams heavy cream', '7.65 grams toffee bars', '1.91 grams chocolate candy bars', '2.07 grams almonds']","['amaretto', 'liqueur', 'toffee bars', 'eggs', 'heavy cream', 'almonds', 'vegetable oil', 'pudding mix', 'yellow cake mix', 'chocolate candy bars']","[{'retainedWeight': 23.266675943707867, 'exactFood': 'yellow cake mix'}, {'retainedWeight': 12.519729490068432, 'exactFood': 'amaretto'}, {'retainedWeight': 12.519729490068432, 'exactFood': 'liqueur'}, {'retainedWeight': 5.8011677594067095, 'exactFood': 'eggs'}, {'retainedWeight': 3.357781855630679, 'exactFood': 'vegetable oil'}, {'retainedWeight': 4.462102235779592, 'exactFood': 'pudding mix'}, {'retainedWeight': 12.519729490068432, 'exactFood': 'amaretto'}, {'retainedWeight': 3.129932372517108, 'exactFood': 'liqueur'}, {'retainedWeight': 10.792870250058995, 'exactFood': 'heavy cream'}, {'retainedWeight': 7.649318118479299, 'exactFood': 'toffee bars'}, {'retainedWeight': 1.9123295296198248, 'exactFood': 'chocolate candy bars'}, {'retainedWeight': 2.0686334645946407, 'exactFood': 'almonds'}]"
Peach Berry Cobbler,e76686,"['VEGETARIAN', 'PESCATARIAN', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['9.94 grams all-purpose flour', '7.95 grams granulated sugar', '0.55 grams baking powder', '9.7 grams milk', '4.51 grams butter', '4.37 grams brown sugar', '0.64 grams cornstarch', '9.43 grams water', '36.75 grams peaches', '11.77 grams fresh blueberries', '1.13 grams butter', '1.21 grams lemon juice', '1.99 grams granulated sugar', '0.04 grams ground nutmeg', '0.0 grams Vanilla ice cream']","['cornstarch', 'peaches', 'ground nutmeg', 'all-purpose flour', 'baking powder', 'water', 'butter', 'granulated sugar', 'fresh blueberries', 'lemon juice', 'brown sugar', 'Vanilla ice cream', 'milk']","[{'retainedWeight': 9.943125323158025, 'exactFood': 'all-purpose flour'}, {'retainedWeight': 7.95450025852642, 'exactFood': 'granulated sugar'}, {'retainedWeight': 0.5488605178383229, 'exactFood': 'baking powder'}, {'retainedWeight': 9.704490315402232, 'exactFood': 'milk'}, {'retainedWeight': 4.5141788967137435, 'exactFood': 'butter'}, {'retainedWeight': 4.374975142189531, 'exactFood': 'brown sugar'}, {'retainedWeight': 0.6363600206713548, 'exactFood': 'cornstarch'}, {'retainedWeight': 9.426082806353808, 'exactFood': 'water'}, {'retainedWeight': 36.74979119439206, 'exactFood': 'peaches'}, {'retainedWeight': 11.772660382619101, 'exactFood': 'fresh blueberries'}, {'retainedWeight': 1.1295390367107516, 'exactFood': 'butter'}, {'retainedWeight': 1.2130612894047725, 'exactFood': 'lemon juice'}, {'retainedWeight': 1.9886250645979895, 'exactFood': 'granulated sugar'}, {'retainedWeight': 0.043749751421895314, 'exactFood': 'ground nutmeg'}, {'retainedWeight': 0.0, 'exactFood': 'Vanilla ice cream'}]"
Chocolate Orange Mousse Cake,e39612,"['GLUTEN_FREE', 'WHEAT_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE']","['9.45 grams dark chocolate', '0.94 grams butter', '12.19 grams eggs', '5.2 grams sugar', '1.64 grams liqueur', '2.36 grams cocoa nibs', '12.18 grams milk', '0.28 grams orange rind', '0.27 grams gelatine', '3.18 grams egg yolks', '5.2 grams sugar', '2.97 grams orange juice', '9.45 grams milk chocolate', '14.28 grams cream', '8.5 grams milk chocolate', '11.9 grams cream']","['gelatine', 'orange juice', 'liqueur', 'orange rind', 'sugar', 'cream', 'eggs', 'butter', 'egg yolks', 'milk chocolate', 'cocoa nibs', 'dark chocolate', 'milk']","[{'retainedWeight': 9.448129240401071, 'exactFood': 'dark chocolate'}, {'retainedWeight': 0.9448129240401071, 'exactFood': 'butter'}, {'retainedWeight': 12.188086720117381, 'exactFood': 'eggs'}, {'retainedWeight': 5.196471082220589, 'exactFood': 'sugar'}, {'retainedWeight': 1.6439744878019915, 'exactFood': 'liqueur'}, {'retainedWeight': 2.362032310100268, 'exactFood': 'cocoa nibs'}, {'retainedWeight': 12.180146658823109, 'exactFood': 'milk'}, {'retainedWeight': 0.2834438772120321, 'exactFood': 'orange rind'}, {'retainedWeight': 0.2716337156799003, 'exactFood': 'gelatine'}, {'retainedWeight': 3.1808701776016934, 'exactFood': 'egg yolks'}, {'retainedWeight': 5.196471082220589, 'exactFood': 'sugar'}, {'retainedWeight': 2.971157086611276, 'exactFood': 'orange juice'}, {'retainedWeight': 9.448129240401071, 'exactFood': 'milk chocolate'}, {'retainedWeight': 14.28072277113162, 'exactFood': 'cream'}, {'retainedWeight': 8.503316316360964, 'exactFood': 'milk chocolate'}, {'retainedWeight': 11.90060230927635, 'exactFood': 'cream'}]"
Tuscan Pork Sandwich,e69453,"['EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'SULPHITE_FREE']","['19.48 grams boneless pork', '1.55 grams olive oil', '1.19 grams mustard', '0.58 grams Lemon juice', '0.65 grams Worcestershire Sauce', '0.34 grams Garlic', '0.05 grams dried rosemary', '1.28 grams oil-cured black olives', '62.81 grams eggplant', '6.11 grams Italian bread', '3.79 grams roasted red peppers', '2.17 grams Provolone cheese']","['mustard', 'eggplant', 'Garlic', 'dried rosemary', 'Lemon juice', 'roasted red peppers', 'Italian bread', 'olive oil', 'oil-cured black olives', 'Worcestershire Sauce', 'Provolone cheese', 'boneless pork']","[{'retainedWeight': 19.483515854833872, 'exactFood': 'boneless pork'}, {'retainedWeight': 1.5472203767073955, 'exactFood': 'olive oil'}, {'retainedWeight': 1.1890675117087295, 'exactFood': 'mustard'}, {'retainedWeight': 0.5825953270219484, 'exactFood': 'Lemon juice'}, {'retainedWeight': 0.6494505284944624, 'exactFood': 'Worcestershire Sauce'}, {'retainedWeight': 0.34382675037942123, 'exactFood': 'Garlic'}, {'retainedWeight': 0.045843566717256166, 'exactFood': 'dried rosemary'}, {'retainedWeight': 1.283619868104872, 'exactFood': 'oil-cured black olives'}, {'retainedWeight': 62.805686402640944, 'exactFood': 'eggplant'}, {'retainedWeight': 6.112475562300822, 'exactFood': 'Italian bread'}, {'retainedWeight': 3.7906261597847246, 'exactFood': 'roasted red peppers'}, {'retainedWeight': 2.1660720913055567, 'exactFood': 'Provolone cheese'}]"
Baked Onions,e42838,"['VEGETARIAN', 'PESCATARIAN', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['78.58 grams red onions', '1.57 grams thyme', '0.79 grams garlic', '1.19 grams light brown sugar', '13.1 grams unsalted butter', '3.9 grams red wine vinegar', '0.58 grams sea salt', '0.3 grams black pepper']","['sea salt', 'light brown sugar', 'red wine vinegar', 'black pepper', 'unsalted butter', 'red onions', 'thyme', 'garlic']","[{'retainedWeight': 78.57740386205788, 'exactFood': 'red onions'}, {'retainedWeight': 1.5715480772411576, 'exactFood': 'thyme'}, {'retainedWeight': 0.7857740386205788, 'exactFood': 'garlic'}, {'retainedWeight': 1.1868462041464332, 'exactFood': 'light brown sugar'}, {'retainedWeight': 13.096233977009646, 'exactFood': 'unsalted butter'}, {'retainedWeight': 3.902677725148875, 'exactFood': 'red wine vinegar'}, {'retainedWeight': 0.5821546641227664, 'exactFood': 'sea salt'}, {'retainedWeight': 0.29736145165267375, 'exactFood': 'black pepper'}]"
Quinoa Breakfast Hash,e63428,"['VEGETARIAN', 'PESCATARIAN', 'MEDITERRANEAN', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE', 'KOSHER']","['14.59 grams sweet potatoes', '6.68 grams red pepper', '4.77 grams quinoa', '9.54 grams spinach', '32.99 grams cauliflower', '18.57 grams sweet onion', '0.06 grams smoked paprika', '0.06 grams cumin', '9.65 grams eggs', '0.29 grams pepper', '0.49 grams salt', '0.02 grams cinnamon', '1.32 grams olive oil', '0.97 grams parsley']","['spinach', 'red pepper', 'cinnamon', 'olive oil', 'eggs', 'sweet potatoes', 'parsley', 'cauliflower', 'pepper', 'quinoa', 'cumin', 'smoked paprika', 'sweet onion', 'salt']","[{'retainedWeight': 14.588790834621513, 'exactFood': 'sweet potatoes'}, {'retainedWeight': 6.6771773435383075, 'exactFood': 'red pepper'}, {'retainedWeight': 4.769412388241649, 'exactFood': 'quinoa'}, {'retainedWeight': 9.538824776483297, 'exactFood': 'spinach'}, {'retainedWeight': 32.993111579836345, 'exactFood': 'cauliflower'}, {'retainedWeight': 18.572652947152772, 'exactFood': 'sweet onion'}, {'retainedWeight': 0.06452734407621052, 'exactFood': 'smoked paprika'}, {'retainedWeight': 0.05891627067827919, 'exactFood': 'cumin'}, {'retainedWeight': 9.651046244441924, 'exactFood': 'eggs'}, {'retainedWeight': 0.29079808715282224, 'exactFood': 'pepper'}, {'retainedWeight': 0.48889457630424354, 'exactFood': 'salt'}, {'retainedWeight': 0.01823598853711057, 'exactFood': 'cinnamon'}, {'retainedWeight': 1.3182846617594606, 'exactFood': 'olive oil'}, {'retainedWeight': 0.9693269571760741, 'exactFood': 'parsley'}]"
Rhubarb Muffins,e31756,"['LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['5.02 grams butter', '10.78 grams unsweetened applesauce', '13.26 grams sugar', '1.52 grams sugar substitute', '7.6 grams eggs', '0.74 grams vanilla extract', '10.83 grams nonfat yogurt', '22.09 grams all-purpose flour', '0.41 grams baking soda', '0.81 grams baking powder', '21.56 grams rhubarb', '3.2 grams brown sugar', '0.69 grams all-purpose flour', '0.23 grams cinnamon', '1.25 grams butter']","['sugar substitute', 'baking soda', 'cinnamon', 'sugar', 'all-purpose flour', 'eggs', 'baking powder', 'butter', 'rhubarb', 'nonfat yogurt', 'unsweetened applesauce', 'brown sugar', 'vanilla extract']","[{'retainedWeight': 5.015189174261839, 'exactFood': 'butter'}, {'retainedWeight': 10.781552057443953, 'exactFood': 'unsweetened applesauce'}, {'retainedWeight': 13.256006628004862, 'exactFood': 'sugar'}, {'retainedWeight': 1.5244407622205591, 'exactFood': 'sugar substitute'}, {'retainedWeight': 7.6001104667227875, 'exactFood': 'eggs'}, {'retainedWeight': 0.7423363711682722, 'exactFood': 'vanilla extract'}, {'retainedWeight': 10.825738746203971, 'exactFood': 'nonfat yogurt'}, {'retainedWeight': 22.0933443800081, 'exactFood': 'all-purpose flour'}, {'retainedWeight': 0.40651753659214906, 'exactFood': 'baking soda'}, {'retainedWeight': 0.8130350731842981, 'exactFood': 'baking powder'}, {'retainedWeight': 21.563104114887906, 'exactFood': 'rhubarb'}, {'retainedWeight': 3.203534935101175, 'exactFood': 'brown sugar'}, {'retainedWeight': 0.69041701186358, 'exactFood': 'all-purpose flour'}, {'retainedWeight': 0.22977078155208427, 'exactFood': 'cinnamon'}, {'retainedWeight': 1.25490196078446, 'exactFood': 'butter'}]"
Eggplant And Mozzarella Panini,e35488,"['VEGETARIAN', 'PESCATARIAN', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'SULPHITE_FREE', 'KOSHER']","['1.34 grams Olive Oil', '42.55 grams Eggplant', '20.5 grams Marinara Sauce', '18.01 grams Bread', '17.6 grams Mozzarella']","['Olive Oil', 'Marinara Sauce', 'Bread', 'Eggplant', 'Mozzarella']","[{'retainedWeight': 1.3417521704814523, 'exactFood': 'Olive Oil'}, {'retainedWeight': 42.548310449036855, 'exactFood': 'Eggplant'}, {'retainedWeight': 20.497726201725783, 'exactFood': 'Marinara Sauce'}, {'retainedWeight': 18.013153328789326, 'exactFood': 'Bread'}, {'retainedWeight': 17.59905784996658, 'exactFood': 'Mozzarella'}]"
Spaghetti Cake,e01760,"['PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE']","['10.06 grams crème fraiche', '10.85 grams single cream', '12.46 grams eggs', '1.32 grams Parmesan', '4.25 grams cheddar', '21.24 grams spaghetti', '0.96 grams olive oil', '8.85 grams onion', '12.32 grams bacon', '14.16 grams spinach', '3.54 grams cherry tomatoes']","['bacon', 'spinach', 'spaghetti', 'Parmesan', 'eggs', 'cherry tomatoes', 'onion', 'cheddar', 'olive oil', 'single cream', 'crème fraiche']","[{'retainedWeight': 10.055967851551342, 'exactFood': 'crème fraiche'}, {'retainedWeight': 10.846079611316089, 'exactFood': 'single cream'}, {'retainedWeight': 12.462076525376897, 'exactFood': 'eggs'}, {'retainedWeight': 1.3161851330046146, 'exactFood': 'Parmesan'}, {'retainedWeight': 4.24843517910576, 'exactFood': 'cheddar'}, {'retainedWeight': 21.242175895528803, 'exactFood': 'spaghetti'}, {'retainedWeight': 0.9558979152987961, 'exactFood': 'olive oil'}, {'retainedWeight': 8.850906623137, 'exactFood': 'onion'}, {'retainedWeight': 12.320462019406705, 'exactFood': 'bacon'}, {'retainedWeight': 14.1614505970192, 'exactFood': 'spinach'}, {'retainedWeight': 3.5403626492548, 'exactFood': 'cherry tomatoes'}]"
Cheesy Ham And Broccoli Quinoa Bites,e38057,"['SUGAR_CONSCIOUS', 'GLUTEN_FREE', 'WHEAT_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_OIL_ADDED', 'NO_SUGAR_ADDED', 'SULPHITE_FREE']","['37.1 grams quinoa', '6.26 grams eggs', '24.75 grams ham', '9.93 grams broccoli', '0.0 grams salt', '0.05 grams black pepper', '2.7 grams Parmesan cheese', '19.21 grams cheddar cheese']","['cheddar cheese', 'Parmesan cheese', 'eggs', 'black pepper', 'salt', 'quinoa', 'broccoli', 'ham']","[{'retainedWeight': 37.10166014015425, 'exactFood': 'quinoa'}, {'retainedWeight': 6.25635837657503, 'exactFood': 'eggs'}, {'retainedWeight': 24.74898976407937, 'exactFood': 'ham'}, {'retainedWeight': 9.930150213982461, 'exactFood': 'broccoli'}, {'retainedWeight': 0.0, 'exactFood': 'salt'}, {'retainedWeight': 0.052742556081591827, 'exactFood': 'black pepper'}, {'retainedWeight': 2.704533700106281, 'exactFood': 'Parmesan cheese'}, {'retainedWeight': 19.205565249021024, 'exactFood': 'cheddar cheese'}]"
Meyer Lemon And Vanilla Bean Marmalade,e63103,"['FAT_FREE', 'LOW_FAT_ABS', 'LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'PLANT_BASED', 'VEGAN', 'VEGETARIAN', 'PESCATARIAN', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_OIL_ADDED', 'FODMAP_FREE', 'KOSHER']","['19.84 grams lemons', '41.47 grams water', '38.5 grams sugar', '0.17 grams vanilla bean', '0.01 grams salt']","['vanilla bean', 'sugar', 'water', 'salt', 'lemons']","[{'retainedWeight': 19.843084003327625, 'exactFood': 'lemons'}, {'retainedWeight': 41.4716932631706, 'exactFood': 'water'}, {'retainedWeight': 38.49693045526385, 'exactFood': 'sugar'}, {'retainedWeight': 0.1749860475239266, 'exactFood': 'vanilla bean'}, {'retainedWeight': 0.01330623071400455, 'exactFood': 'salt'}]"
Slow Cooker Chicken And Biscuits,e61575,"['SUGAR_CONSCIOUS', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'SULPHITE_FREE']","['47.05 grams boneless, skinless chicken breast', '12.64 grams cream of chicken soup', '0.39 grams butter', '5.06 grams carrots', '5.56 grams frozen peas', '2.9 grams onion', '7.47 grams chicken broth', '18.92 grams dough']","['dough', 'carrots', 'butter', 'onion', 'frozen peas', 'boneless, skinless chicken breast', 'cream of chicken soup', 'chicken broth']","[{'retainedWeight': 47.04931166106123, 'exactFood': 'boneless, skinless chicken breast'}, {'retainedWeight': 12.644502508910206, 'exactFood': 'cream of chicken soup'}, {'retainedWeight': 0.39242994569487616, 'exactFood': 'butter'}, {'retainedWeight': 5.061827669322983, 'exactFood': 'carrots'}, {'retainedWeight': 5.5597123581088495, 'exactFood': 'frozen peas'}, {'retainedWeight': 2.904327351250892, 'exactFood': 'onion'}, {'retainedWeight': 7.468270331788007, 'exactFood': 'chicken broth'}, {'retainedWeight': 18.91961817386295, 'exactFood': 'dough'}]"
Beef-stuffed Squash,e66794,"['DAIRY_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['55.8 grams acorn squash', '5.11 grams water', '19.57 grams ground beef', '1.86 grams egg', '5.39 grams salad dressing', '3.5 grams bread crumbs', '4.75 grams onion', '0.39 grams brown sugar', '0.22 grams lemon juice', '0.19 grams salt', '2.7 grams salad dressing', '0.33 grams lemon juice', '0.19 grams brown sugar']","['water', 'egg', 'ground beef', 'onion', 'salad dressing', 'brown sugar', 'lemon juice', 'bread crumbs', 'acorn squash', 'salt']","[{'retainedWeight': 55.79617377801862, 'exactFood': 'acorn squash'}, {'retainedWeight': 5.113570450653679, 'exactFood': 'water'}, {'retainedWeight': 19.57364168670017, 'exactFood': 'ground beef'}, {'retainedWeight': 1.8555572099418411, 'exactFood': 'egg'}, {'retainedWeight': 5.394061656807678, 'exactFood': 'salad dressing'}, {'retainedWeight': 3.4953519536113755, 'exactFood': 'bread crumbs'}, {'retainedWeight': 4.746774257990757, 'exactFood': 'onion'}, {'retainedWeight': 0.3910694701119449, 'exactFood': 'brown sugar'}, {'retainedWeight': 0.2193585073879717, 'exactFood': 'lemon juice'}, {'retainedWeight': 0.1941862196450764, 'exactFood': 'salt'}, {'retainedWeight': 2.697030828403839, 'exactFood': 'salad dressing'}, {'retainedWeight': 0.32903776108195754, 'exactFood': 'lemon juice'}, {'retainedWeight': 0.1941862196450764, 'exactFood': 'brown sugar'}]"
